id,content_id,topic_id,confidence
29496,106,PGTI,0.18
29497,1460,REXX,0.56
29498,1742,KTF,0.98
29499,1119,MTL,0.55
29500,1656,REN           ,0.17
29501,1099,BFO,0.24
29502,1198,RBA,0.55
29503,978,IOSP,0.87
29504,1942,CLAC,0.32
29505,185,SMED,0.62
29506,1432,NOV,0.57
29507,344,ZN,0.01
29508,1485,NMS,0.63
29509,372,CWAY,0.39
29510,741,INSW,0.67
29511,1908,MACQW,0.14
29512,1456,AXSM,0.36
29513,1530,HIMX,0.78
29514,233,BV,0.51
29515,1165,EMIF,0.83
29516,176,IOSP,0.29
29517,864,HEAR,0.12
29518,811,GG,0.04
29519,124,JPM^E,0.36
29520,1284,NADL,0.31
29521,257,WLDN,0.04
29522,1937,MLP,0.17
29523,343,FBSS,0.14
29524,992,HIMX,0.31
29525,1641,INFO,0.39
29526,19,CPAH,0.61
29527,673,EROS,0.72
29528,746,RADA,0.86
29529,576,ASML,0.62
29530,141,GHY,0.43
29531,645,PMD,0.05
29532,576,INGR,0.69
29533,974,PHD,0.44
29534,1052,CTU,0.84
29535,1271,PRTO,0.03
29536,1032,CR,0.18
29537,56,SAJA,0.65
29538,1859,BCE,0.76
29539,1621,FCB,0.4
29540,1957,GLYC,0.33
29541,526,KTF,0.06
29542,547,NLY^A,0.57
29543,175,RARX,0.34
29544,1529,SHAK,0.16
29545,1181,NUO,0.67
29546,1964,GNMK,0.79
29547,972,OSBCP,0.65
29548,560,EQGP,0.98
29549,1418,WMGI,0.46
29550,245,RMP,0.13
29551,528,ANIP,0.17
29552,605,FORM,0.6
29553,213,MSLI,0.11
29554,422,GES,0.4
29555,971,FBSS,0.89
29556,509,PTGX,0.71
29557,438,SHI,0.92
29558,1952,DRYS,0.09
29559,403,GHY,0.43
29560,235,VFC,0.27
29561,597,CAE,0.25
29562,519,MYCC,0.22
29563,422,NADL,0.74
29564,1518,CAI,0.72
29565,397,HCSG,0.74
29566,19,NTC,0.9
29567,1339,DK,0.14
29568,297,BXMX,0.37
29569,142,NTC,0.03
29570,1711,BRK.B,0.58
29571,1420,SNLN,0.57
29572,890,HEP,0.63
29573,1033,CFBK,0.08
29574,907,AQXP,0.22
29575,1293,CSQ,0.1
29576,1312,EQC,0.42
29577,636,TWNKW,0.58
29578,92,C^P,0.8
29579,1275,SRET,0.12
29580,844,VMW,0.73
29581,1936,TI.A,0.52
29582,1058,PPL,0.48
29583,488,RADA,0.78
29584,1364,RYI,0.45
29585,307,HEAR,1.0
29586,529,CYTX,0.48
29587,1191,OSBCP,0.22
29588,219,MMLP,0.63
29589,1254,MZOR,0.45
29590,36,NYMTO,0.61
29591,1917,HEBT,0.98
29592,938,JHX,0.88
29593,1417,ABEO,0.98
29594,12,HEAR,0.37
29595,965,CDR,0.03
29596,992,CALM,0.25
29597,968,IOSP,0.63
29598,592,SHAK,0.2
29599,1492,CYCCP,0.13
29600,886,NLST,0.85
29601,30,TNP^E,0.62
29602,979,MIME,0.41
29603,1459,INFO,0.94
29604,285,VFC,0.05
29605,466,CTV,0.96
29606,1559,TOUR,0.75
29607,1422,AMCN,0.33
29608,229,CNXC,0.87
29609,25,URBN,0.6
29610,130,ORG,0.82
29611,778,VIGI,0.47
29612,847,OASM,0.61
29613,1794,DTY,0.23
29614,702,CMRE,0.76
29615,433,SPWH,0.9
29616,1424,KBWB,0.67
29617,1538,SMED,0.7
29618,831,LDRI,0.79
29619,536,DMPI,0.88
29620,1214,OASM,0.75
29621,744,SRET,0.2
29622,356,BAC^D,0.18
29623,1315,CTU,0.95
29624,1274,CLRB,0.84
29625,631,BAC^I,0.99
29626,593,PSTB,0.84
29627,47,HEP,0.69
29628,64,RES,0.92
29629,818,VTVT,0.83
29630,17,SQZZ,0.11
29631,199,MX,0.52
29632,1738,SBR,0.06
29633,423,CMCO,0.86
29634,30,EWBC,0.01
29635,1798,TNP^E,0.74
29636,151,DRD,0.21
29637,1062,FNJN,0.63
29638,1438,FNY,0.15
29639,1950,CNMD,0.24
29640,70,WIA,0.06
29641,454,TNDM,0.15
29642,150,CAC,0.47
29643,87,NOVN,0.86
29644,456,COST,0.25
29645,1025,THW,0.52
29646,147,NEE,0.95
29647,403,TDW,0.79
29648,925,MACQW,0.47
29649,982,PHD,0.06
29650,1310,RBA,0.39
29651,734,PGTI,0.9
29652,1385,WLDN,0.28
29653,615,PXI,0.62
29654,1704,VNO^G,0.45
29655,1785,VVI,0.21
29656,1169,ATTO,0.04
29657,740,NYLD.A,0.07
29658,719,INTC,0.45
29659,725,FORM,0.85
29660,1071,SAJA,0.92
29661,835,GPT^A,0.74
29662,1,LJPC,0.53
29663,1423,STAF,0.37
29664,1287,CMCO,0.62
29665,1461,URBN,0.97
29666,936,TISI,0.04
29667,1201,WABC,0.57
29668,90,AFW.CL,0.45
29669,1852,ITCI,0.73
29670,1215,ECA,0.92
29671,1039,JPM^F,0.03
29672,1702,TDW,0.49
29673,1120,CYCCP,0.82
29674,1294,AIRG,0.87
29675,678,VIIX,0.81
29676,488,KBWY,0.73
29677,157,OMCL,0.83
29678,839,TISI,0.18
29679,366,DSLV,0.3
29680,280,GCH,0.47
29681,909,DXJS,0.17
29682,1946,FPAY,0.9
29683,1178,DHT,0.56
29684,952,DMPI,0.47
29685,1958,CNMD,0.84
29686,1389,HBP,0.01
29687,700,EWBC,0.09
29688,1368,EVOL,0.22
29689,392,BRK.B,0.37
29690,24,CMRE,0.5
29691,1959,APA,0.08
29692,1722,CYCCP,0.47
29693,187,XRM,0.63
29694,1988,RYI,0.68
29695,109,IAC,0.87
29696,479,IMKTA,0.15
29697,1443,RBA,0.15
29698,1924,SHAK,0.65
29699,506,BCE,0.44
29700,396,CMRE,0.69
29701,1620,FTD,0.31
29702,917,XENE,0.87
29703,989,PRTO,0.68
29704,273,AAT,0.04
29705,345,HEBT,0.25
29706,1635,CPAH,0.52
29707,55,SNGXW,0.6
29708,1306,UTI,0.21
29709,1627,USB^M,0.51
29710,56,DE,0.81
29711,767,INSG,0.06
29712,1768,MUC,0.68
29713,449,PCN,0.07
29714,194,CTU,0.34
29715,861,LORL,0.65
29716,1327,RES,0.04
29717,635,KBWY,0.06
29718,1501,SNLN,0.61
29719,1908,FLOW,0.75
29720,664,TDW,0.35
29721,1361,ASML,0.89
29722,1429,FCPT,0.09
29723,349,MOBL,0.79
29724,420,DDR,0.56
29725,1270,BRSS,0.9
29726,355,BAS,0.28
29727,1151,INTG,0.27
29728,606,AMH^F,0.33
29729,178,LMAT,0.66
29730,736,ITCI,0.26
29731,1742,ATTO,0.46
29732,1137,MACQ,0.62
29733,1492,DORM,0.86
29734,265,NICE,0.58
29735,793,ALL^D,0.13
29736,1216,VSDA,0.85
29737,527,CMCO,0.34
29738,149,AJRD,0.8
29739,1444,WAT,0.08
29740,611,AQXP,0.78
29741,1740,GCO,0.95
29742,872,UBSH,0.16
29743,1104,TTEC,0.25
29744,1510,TISI,0.1
29745,1300,PXI,0.79
29746,1306,GNMK,0.91
29747,1915,COE,0.67
29748,557,NYLD.A,0.52
29749,1928,PENN,0.94
29750,798,SHI,0.54
29751,940,PGTI,0.24
29752,608,JTA,0.82
29753,561,MTL,0.72
29754,999,SYY,0.77
29755,1130,SBR,0.26
29756,503,FCPT,0.24
29757,1956,AMMA,0.55
29758,271,LRAD,0.75
29759,958,CAPR,0.34
29760,1550,BIP,0.74
29761,1072,ABEO,0.31
29762,2000,ECL,0.53
29763,542,FNJN,0.82
29764,1030,HCSG,0.98
29765,565,HNNA,0.06
29766,1534,LAZ,0.52
29767,1717,BCE,0.2
29768,1864,CAE,0.33
29769,1663,CLNS^D,0.88
29770,288,FIG,0.21
29771,297,VTVT,0.86
29772,1981,TOUR,0.46
29773,863,CPAH,0.78
29774,543,NMS,0.67
29775,1303,NQ,0.64
29776,264,SRG,0.8
29777,69,TBI,0.28
29778,874,INTC,0.73
29779,172,ORLY,0.28
29780,1923,INSG,0.77
29781,1044,TWX,0.41
29782,1182,AEM,0.44
29783,280,HLNE,0.16
29784,808,PSCD,0.36
29785,950,BLD,0.19
29786,787,VECO,0.64
29787,1839,UTL,0.08
29788,979,PETS,0.17
29789,1790,MSLI,0.57
29790,117,ATTO,0.48
29791,1304,ESPR,0.68
29792,936,GCVRZ,0.15
29793,793,CFBK,0.52
29794,1674,COST,0.08
29795,752,NICE,0.82
29796,1084,SNDX,0.82
29797,1662,ADNT,0.49
29798,1641,CLNS^D,0.33
29799,943,MNST,0.3
29800,1426,UONE,0.04
29801,1067,ARRY,0.01
29802,103,FTHI,0.45
29803,981,BAM,0.59
29804,455,MDIV,0.17
29805,1674,CMRE,0.41
29806,1341,CNXC,0.65
29807,362,MUC,0.19
29808,1062,DTY,0.79
29809,539,ANGO,0.35
29810,459,UBSH,0.28
29811,1723,ERII,0.47
29812,753,CNXC,0.97
29813,1102,AJRD,0.99
29814,730,NRCIA,0.97
29815,274,FII,0.79
29816,297,INFO,0.6
29817,653,LGND,0.64
29818,997,NLST,0.7
29819,1310,PAVMW,0.61
29820,11,BXMX,0.62
29821,1367,ENIC,0.91
29822,1375,FTHI,0.96
29823,244,CNX,0.55
29824,1610,NRCIA,0.31
29825,1554,HCSG,0.55
29826,783,AIRG,0.24
29827,1779,FIG,0.55
29828,1429,STI.WS.A,0.25
29829,601,EMCG,0.87
29830,816,VSDA,0.48
29831,383,GCH,0.66
29832,1510,WSTG,0.78
29833,1429,ORG,0.56
29834,1862,GCH,0.69
29835,1535,GPT^A,0.51
29836,1276,EQC,0.94
29837,754,GLNG,0.82
29838,388,VIIX,0.48
29839,1434,FORM,0.95
29840,144,AMAG,0.86
29841,1976,VVI,0.93
29842,1265,SRF,0.99
29843,132,SQZZ,0.43
29844,224,ORLY,0.18
29845,46,THW,0.54
29846,1081,SHI,0.98
29847,1015,RRR,0.97
29848,376,NYLD.A,0.21
29849,1084,BLD,0.51
29850,106,FWP,0.58
29851,1673,EVOL,0.38
29852,359,FNY,0.88
29853,781,RFIL,0.62
29854,1245,KEM,0.6
29855,1665,NVDQ,0.95
29856,1074,ITUS,0.19
29857,929,CHRW,0.36
29858,342,NLST,0.11
29859,1757,NYLD.A,0.11
29860,1684,topic_id,0.3
29861,280,IAC,0.44
29862,365,ORLY,0.53
29863,915,JPM^F,0.33
29864,1802,AEM,0.08
29865,1482,DRYS,0.32
29866,1543,VONV,0.71
29867,1761,RADA,0.94
29868,1255,MS^E,0.98
29869,1976,GFA,0.88
29870,740,VONV,0.25
29871,514,KSS,0.91
29872,1502,EBSB,0.62
29873,1877,CNXC,0.27
29874,139,IAC,0.09
29875,1276,MNST,0.24
29876,1317,MNST,0.82
29877,683,AMCN,0.54
29878,523,NUO,0.4
29879,989,TSEM,0.28
29880,7,DEA,0.75
29881,1951,topic_id,0.69
29882,1032,PSCD,0.77
29883,58,SPWH,0.39
29884,426,NLST,0.31
29885,1155,LBTYK,0.54
29886,921,DDD,0.4
29887,121,PPG,0.33
29888,1186,ALR^B,0.37
29889,994,RFIL,0.17
29890,1877,CMRE,0.98
29891,33,GCH,0.07
29892,1684,RBA,0.76
29893,1306,RILYL,0.18
29894,822,ATTO,0.86
29895,1658,NYMTO,0.97
29896,303,NLY^A,0.26
29897,1509,NEE^J,0.3
29898,1208,JNCE,0.97
29899,1846,NADL,0.77
29900,386,FCPT,0.18
29901,426,URBN,0.66
29902,1159,IAC,0.13
29903,1506,SHLX,0.65
29904,1053,LORL,0.98
29905,1893,SPWH,0.03
29906,615,TSNU,0.85
29907,1505,GCO,0.94
29908,12,PTGX,0.45
29909,1130,VALE.P,0.29
29910,139,SNGXW,0.58
29911,1880,NRCIA,0.31
29912,694,SPWR,0.09
29913,1518,CBL^D,0.22
29914,999,MNST,0.11
29915,553,VVI,0.29
29916,1722,RFIL,0.34
29917,19,STAF,0.22
29918,822,CHK^D,0.29
29919,1810,AMAG,0.51
29920,1128,CSQ,0.94
29921,1756,TBBK,0.39
29922,571,KBWP,0.7
29923,74,DDD,0.89
29924,955,CAPR,0.51
29925,317,THG,0.59
29926,1347,BAS,0.95
29927,408,ATTO,0.02
29928,403,ECL,0.87
29929,1173,DEA,0.99
29930,955,EMIF,0.06
29931,920,OSBCP,0.73
29932,717,MMLP,0.38
29933,600,GCO,0.54
29934,1443,HIMX,0.97
29935,1231,MCS,0.84
29936,1295,PRLB,0.69
29937,1528,JLL,0.47
29938,397,MLP,0.59
29939,1712,CHRW,0.96
29940,433,SNLN,0.01
29941,1465,NHI,0.31
29942,92,MYC,0.68
29943,1781,SRET,0.15
29944,872,TBI,0.3
29945,1309,PBIB,0.08
29946,699,JHX,0.83
29947,1973,STAR^D,0.56
29948,426,RCII,0.49
29949,823,ALL^D,0.56
29950,1375,HNNA,0.35
29951,1261,WABC,0.62
29952,1151,BRSS,0.54
29953,252,GG,0.0
29954,141,SHAK,0.34
29955,1799,MTL,0.1
29956,499,FORM,0.06
29957,150,CDR,0.74
29958,1841,TISI,0.29
29959,1197,WAC,0.1
29960,231,OSBCP,0.22
29961,1886,BOOT,0.88
29962,242,CPAAW,0.27
29963,823,EMCG,0.99
29964,641,WMGI,0.85
29965,1067,EGF,0.87
29966,1046,DTK,0.56
29967,206,SRUN,0.43
29968,1970,PNNT,0.38
29969,876,AJRD,0.32
29970,1527,VFC,0.33
29971,620,FTHI,0.06
29972,1173,LADR,0.22
29973,1943,FIS,0.8
29974,1817,CHRW,0.52
29975,1192,ABR^A,0.13
29976,1464,LAZ,0.13
29977,269,RES,0.08
29978,153,RST,0.67
29979,799,STAF,0.95
29980,330,WABC,0.83
29981,1197,MZOR,0.7
29982,1042,BSAC,0.42
29983,209,RILYL,0.31
29984,267,FCB,0.14
29985,997,NTC,0.99
29986,1993,MYOK,0.69
29987,1548,NYLD.A,0.77
29988,283,MBOT,0.78
29989,1590,CIR,0.09
29990,1362,ICB,0.56
29991,1779,IPHI,0.26
29992,555,KEM,0.49
29993,262,EMIF,0.46
29994,86,GMS,0.8
29995,341,PRLB,0.71
29996,229,COST,0.76
29997,1614,HNNA,0.67
29998,1070,CPAAW,0.38
29999,1931,MYC,0.97
30000,1588,JHX,0.77
30001,1514,TBI,0.53
30002,991,NVDQ,0.81
30003,530,EMIF,0.47
30004,1174,FRME,0.37
30005,600,QUAD,0.51
30006,1390,SAJA,0.21
30007,462,RARX,0.75
30008,10,STAR^D,0.14
30009,1424,JLL,0.22
30010,877,IMKTA,0.35
30011,428,ASGN,0.92
30012,5,ABY,0.52
30013,1832,XRM,0.89
30014,73,CFC^B,0.96
30015,775,AIRG,0.91
30016,1237,EGF,0.48
30017,519,CAMP,0.37
30018,18,BOOT,0.82
30019,309,DTY,0.35
30020,1436,AMAG,0.73
30021,683,INTG,0.8
30022,826,NOV,0.15
30023,869,GES,0.22
30024,327,NICE,0.87
30025,1532,SRF,0.41
30026,600,BRSS,0.3
30027,1170,DSLV,0.02
30028,1881,GHY,0.01
30029,1726,NEE^C,0.96
30030,1552,SNLN,0.38
30031,1716,LTXB,0.54
30032,8,URBN,0.05
30033,1345,DE,0.53
30034,1843,OACQ,0.86
30035,1525,EROS,0.03
30036,1871,PLYAW,0.86
30037,100,HAE,0.69
30038,1854,VONV,0.98
30039,1588,AVGO,0.56
30040,1686,EXPD,0.69
30041,624,TDW,0.38
30042,950,IFGL,0.27
30043,1198,RBA,0.25
30044,1638,WTFCM,0.05
30045,1537,FNJN,0.24
30046,1303,VEDL,0.08
30047,941,ERII,0.34
30048,1165,HIVE,0.03
30049,766,AMNB,0.66
30050,1620,ATTO,0.0
30051,763,ADNT,0.61
30052,698,NEE^C,0.64
30053,184,ARRY,0.71
30054,1606,ERII,0.82
30055,402,TISI,0.83
30056,464,INTG,0.17
30057,1895,DQ,0.9
30058,1550,SRUN,0.9
30059,281,ETFC,0.97
30060,1977,SNGXW,0.83
30061,348,BRK.B,0.71
30062,1993,GENE,0.97
30063,1416,REXX,0.93
30064,1524,TSM,0.76
30065,1504,NQ,0.3
30066,925,NEE^J,0.47
30067,1270,AAV,0.55
30068,362,ECA,0.33
30069,1813,GLYC,0.57
30070,421,BRK.B,0.68
30071,1847,DDR,0.42
30072,651,DE,0.58
30073,1,DXLG,0.27
30074,1562,STAF,0.83
30075,335,MLP,0.74
30076,1621,NEE^J,0.92
30077,967,SRG,0.16
30078,172,CL,0.87
30079,618,VONV,0.7
30080,576,FBSS,0.83
30081,1871,FCPT,0.28
30082,1837,BAC^D,0.24
30083,489,ANIP,0.86
30084,1777,UTF,0.11
30085,1473,INSW,0.14
30086,45,MTL,0.14
30087,179,VVI,0.31
30088,1934,FJP,0.68
30089,503,PBB,0.8
30090,1125,AJRD,0.83
30091,1233,LGND,0.01
30092,735,NYLD.A,0.28
30093,805,AMH^F,0.17
30094,1384,LRAD,0.54
30095,239,BOOT,0.77
30096,1393,REN           ,0.55
30097,664,DTK,0.29
30098,1508,HNNA,0.78
30099,484,NCTY,0.66
30100,552,PSCD,0.44
30101,1139,EVOL,0.97
30102,760,SRCLP,0.7
30103,124,FTD,0.39
30104,1461,CAI,0.37
30105,1297,VIGI,0.46
30106,1952,NYLD.A,0.27
30107,1540,ESG,0.06
30108,1350,CHRW,0.78
30109,1685,KEM,0.29
30110,1446,PCN,0.68
30111,571,SYY,0.69
30112,709,CLAC,0.11
30113,517,ARRY,0.64
30114,350,BSAC,0.36
30115,620,ECA,0.19
30116,1689,URBN,0.56
30117,412,TBI,0.4
30118,18,CAPR,0.31
30119,1970,AUY,0.88
30120,1641,NADL,0.82
30121,1888,BNJ,0.25
30122,717,BKEP,0.27
30123,821,KT,0.23
30124,1484,RILYL,0.85
30125,461,SRET,0.55
30126,158,RARX,0.61
30127,1135,HGT,0.01
30128,959,EGF,0.53
30129,1964,CYTX,0.23
30130,839,TTEC,0.05
30131,371,EXAS,0.74
30132,471,KEM,0.77
30133,802,AMH^F,0.47
30134,989,MMLP,0.14
30135,315,CNXC,0.13
30136,1410,PAVMW,0.51
30137,1446,CMRE,0.27
30138,1749,topic_id,0.44
30139,1180,RMAX,0.57
30140,424,UNAM,0.71
30141,816,CHK^D,0.67
30142,1262,JLL,0.11
30143,1711,VVI,0.8
30144,554,APA,0.93
30145,134,GCO,0.7
30146,783,MSDI,0.71
30147,861,SYY,0.46
30148,1143,IPCC,0.45
30149,358,HEAR,0.67
30150,709,PAVMW,0.75
30151,443,ARNA,0.34
30152,1871,MYC,0.34
30153,1486,ERII,0.65
30154,1135,IPCC,0.35
30155,1860,INTG,0.8
30156,219,ETW,0.52
30157,1015,WAC,0.22
30158,1192,EWBC,0.77
30159,1947,INGR,0.19
30160,1787,NGHCZ,0.64
30161,1637,FNCX,0.29
30162,1275,EGF,0.48
30163,223,KBWY,0.27
30164,672,CWAY,0.07
30165,1269,SIG,0.55
30166,501,SPWH,0.38
30167,442,ABEO,0.07
30168,1427,CMCO,0.51
30169,1433,ECA,0.83
30170,1094,MBOT,0.17
30171,518,HPP,0.5
30172,161,DXJS,0.18
30173,769,ATTO,0.72
30174,97,FEMS,0.41
30175,1654,CHRW,0.86
30176,395,PFLT,0.59
30177,779,ENDP,0.45
30178,713,UTL,0.38
30179,1738,VIIX,0.03
30180,1396,INTC,0.96
30181,700,EGBN,0.74
30182,911,MTL,0.55
30183,311,FORM,0.52
30184,1808,PETS,0.78
30185,1619,PMD,0.02
30186,243,ICB,0.41
30187,1188,WSBC,0.29
30188,1032,DXLG,0.28
30189,1138,SPWR,0.18
30190,843,LMNR,0.81
30191,1847,NM^H,0.12
30192,1167,DTK,0.0
30193,149,VMI,0.09
30194,1785,VONV,0.79
30195,341,MBOT,0.99
30196,1929,SRET,0.72
30197,1190,RYI,0.55
30198,1446,RARX,0.75
30199,698,GLOB,0.35
30200,475,CBT,0.67
30201,1362,CNX,0.98
30202,398,MNST,0.16
30203,46,HIIQ,0.16
30204,787,FCPT,0.61
30205,1581,IDSY,0.52
30206,1167,OACQ,0.19
30207,748,BCE,0.1
30208,444,ICB,0.41
30209,627,BAC^D,0.82
30210,961,ALR^B,0.72
30211,198,NTC,0.66
30212,536,ABEO,0.88
30213,1634,GLNG,0.81
30214,409,SIG,0.09
30215,202,JSM,0.04
30216,813,IAC,0.27
30217,668,COST,0.45
30218,594,APOPW,0.97
30219,1599,JPM^F,0.7
30220,1112,SCHW^B,0.77
30221,321,DEPO,0.1
30222,165,ETW,0.74
30223,1972,BLVDW,0.89
30224,1814,BLD,0.51
30225,1415,SCHW^B,0.84
30226,1442,EGF,0.26
30227,297,ABR^A,0.29
30228,487,VEEV,0.64
30229,34,LMAT,0.79
30230,1260,THW,0.08
30231,439,VALE.P,0.44
30232,1611,CCP,0.99
30233,1053,AGN^A,0.9
30234,427,LADR,0.48
30235,42,MLP,0.41
30236,153,TWI,0.17
30237,1593,MNST,0.35
30238,815,GMED,0.89
30239,1609,BLD,0.82
30240,1750,BR,0.75
30241,577,THG,0.23
30242,1262,HEP,0.9
30243,1322,ETW,0.75
30244,457,CPAH,0.13
30245,87,EXC,0.74
30246,653,GG,0.99
30247,1479,FNJN,0.46
30248,476,CBM,0.5
30249,1537,SRF,0.01
30250,1139,IAC,0.94
30251,503,AQXP,0.59
30252,511,CNMD,0.86
30253,998,SNDX,0.58
30254,1276,ATTO,0.47
30255,1773,SCLN,0.29
30256,1915,FRME,0.56
30257,1372,FPT,0.75
30258,272,SHAK,0.15
30259,23,KED,0.89
30260,1527,NVDQ,0.02
30261,1694,CMCO,0.7
30262,1625,GHY,0.14
30263,595,HIMX,0.3
30264,1086,FNY,0.46
30265,294,STAR^D,0.63
30266,987,TOUR,0.85
30267,297,JTA,0.69
30268,768,NEE,0.89
30269,592,ITCI,0.76
30270,1506,CFBK,0.41
30271,1642,VTVT,0.89
30272,1071,AFW.CL,0.5
30273,1756,RILYL,0.46
30274,772,EGF,0.76
30275,1809,ICB,0.43
30276,951,TBBK,0.9
30277,148,STMP,0.07
30278,694,JLL,0.28
30279,1230,IPCC,0.2
30280,1394,ESPR,0.71
30281,1592,BAC^I,0.61
30282,1905,USB^M,0.09
30283,1471,VFC,0.81
30284,811,RARX,0.07
30285,72,EPR,0.98
30286,1935,SPWR,1.0
30287,1156,NVG,0.44
30288,923,GWB,0.5
30289,323,GHY,0.09
30290,1395,CUK,0.73
30291,817,GLOB,0.7
30292,780,MYOK,0.53
30293,365,VEEV,0.89
30294,583,BIP,0.09
30295,1705,TWI,0.36
30296,188,HCN,0.47
30297,927,DEPO,0.09
30298,605,EMIF,0.01
30299,267,EPR^C,0.95
30300,1804,IMKTA,0.76
30301,188,GMS,0.99
30302,952,DEA,0.3
30303,1523,HLNE,0.7
30304,880,NLST,0.58
30305,1594,C^P,0.09
30306,866,THG,0.72
30307,1634,BAC^D,0.33
30308,1697,KTF,0.61
30309,81,VFC,0.59
30310,1589,ARRY,0.07
30311,1217,FJP,0.29
30312,287,WSBC,0.7
30313,1533,HGT,0.12
30314,1688,RRR,0.55
30315,1609,LMNR,0.2
30316,1115,ALR^B,0.91
30317,361,PHI,0.11
30318,476,CLW,0.16
30319,1832,QTEC,0.56
30320,1709,VEDL,0.11
30321,273,NRCIA,0.92
30322,100,MMLP,0.62
30323,188,FBSS,1.0
30324,695,EXPD,0.99
30325,339,REN           ,0.11
30326,601,MKTX,0.27
30327,1495,ITCI,0.37
30328,1545,AAV,0.93
30329,628,RAIL,0.61
30330,531,KBWP,0.61
30331,194,RCII,0.04
30332,984,HEBT,0.4
30333,798,BUFF,0.54
30334,1679,HCSG,0.64
30335,473,IFGL,0.42
30336,1114,CIR,0.92
30337,552,HBP,0.5
30338,1311,CPAAW,0.1
30339,1736,CMRE,0.96
30340,649,CPAH,0.16
30341,1133,VMW,0.61
30342,1569,FPAY,0.01
30343,1316,NMS,0.59
30344,725,O,0.3
30345,108,FNCX,0.83
30346,411,STMP,0.94
30347,788,WSTG,0.42
30348,1986,RMP,0.94
30349,21,ENDP,0.95
30350,225,HCN,0.8
30351,1949,HTF,0.98
30352,244,RCL,0.29
30353,1526,MZOR,0.07
30354,513,HTA,0.61
30355,333,RST,0.39
30356,106,URBN,0.14
30357,841,HLNE,0.28
30358,1103,PMD,0.12
30359,53,REXX,0.23
30360,25,TOUR,0.53
30361,739,CAC,0.12
30362,279,SRF,0.68
30363,52,FIS,0.07
30364,1480,CLIR,0.44
30365,470,MS^E,0.46
30366,23,XRM,0.05
30367,499,ICHR,0.06
30368,1103,AEM,0.07
30369,677,PNNT,0.27
30370,788,LJPC,0.46
30371,943,PXI,0.52
30372,228,BANFP,0.61
30373,1575,FTD,0.47
30374,164,MLP,0.19
30375,1114,IPHI,0.51
30376,1004,UTF,0.48
30377,589,DXJS,0.55
30378,156,PAVMW,0.2
30379,1247,EPR,0.88
30380,1736,INTG,0.85
30381,1153,NOV,0.71
30382,280,DYNT,0.09
30383,1226,NBD,0.75
30384,556,IPCC,0.98
30385,142,LGND,0.81
30386,1146,MACQW,0.02
30387,1503,PTGX,0.57
30388,839,INTC,0.95
30389,1885,AFSI^C,0.6
30390,1141,QUAD,0.78
30391,1145,EVOL,0.68
30392,1042,NVG,0.4
30393,1112,HPP,0.78
30394,741,TNP^E,0.22
30395,1450,PBFX,0.42
30396,690,DTK,0.56
30397,1309,RES,0.82
30398,438,GM,0.21
30399,825,HEP,0.44
30400,669,GATX,0.05
30401,1370,BAC^D,0.47
30402,445,DE,0.79
30403,681,GAB,0.63
30404,1906,DRD,0.68
30405,967,PERI,0.14
30406,1369,EBSB,0.78
30407,1125,CL,0.48
30408,1966,LRAD,0.88
30409,1238,HIMX,0.88
30410,1142,DDR,0.67
30411,562,RCL,0.26
30412,1243,FEMS,0.91
30413,609,NURO,0.5
30414,1820,TCFC,0.16
30415,579,AFSI^C,0.55
30416,139,KMX,0.54
30417,542,NHI,0.12
30418,1816,PTSI,0.46
30419,1800,GCH,0.25
30420,1942,NM^H,0.56
30421,196,MTG,0.07
30422,582,VIGI,0.15
30423,794,AMAG,0.21
30424,997,VONV,0.44
30425,1661,NYLD.A,0.98
30426,475,MOMO,0.89
30427,448,ELVT,0.99
30428,1312,ANIP,0.56
30429,1534,UONE,0.09
30430,1485,TSC,0.03
30431,45,IDSA,0.82
30432,216,GHY,0.87
30433,1378,WAT,0.09
30434,1587,KED,0.14
30435,954,BIOC,0.32
30436,556,I,0.77
30437,1037,DDR,0.24
30438,74,VECO,0.63
30439,965,ORG,0.68
30440,313,JPM^E,0.25
30441,1434,HTF,0.46
30442,1898,BAM,0.27
30443,136,RMP,0.2
30444,230,JMF,0.24
30445,1571,FRME,0.2
30446,293,RES,0.58
30447,1002,HEP,0.38
30448,601,NOV,0.82
30449,1703,CAI,0.9
30450,240,TI.A,0.85
30451,284,VONV,0.85
30452,1290,HIVE,0.99
30453,1292,JMF,0.28
30454,724,STI.WS.A,0.32
30455,796,SNDX,0.74
30456,1630,RADA,0.14
30457,1232,SMED,0.92
30458,11,SRF,0.29
30459,778,FEMS,0.48
30460,716,STI.WS.A,0.65
30461,1856,CFBK,0.52
30462,1894,CPAH,0.57
30463,49,CDR,0.13
30464,1158,APA,0.8
30465,296,PRTO,0.9
30466,683,VONV,0.29
30467,1828,EXC,0.17
30468,1978,TWNKW,0.87
30469,1274,MUC,0.05
30470,322,MIME,0.09
30471,448,EV,0.81
30472,1849,DSXN,0.91
30473,1476,IDE,0.88
30474,1707,FJP,0.93
30475,758,SIX,0.91
30476,1979,CIR,0.69
30477,360,KMX,0.9
30478,1552,IAC,0.94
30479,993,VEEV,0.5
30480,1047,ITUS,0.73
30481,72,AFW.CL,0.41
30482,62,CSQ,0.29
30483,1730,CBM,0.94
30484,560,OEC,0.63
30485,46,PETS,0.71
30486,1413,BUFF,0.22
30487,697,DYNT,0.62
30488,883,FCPT,0.61
30489,375,JSM,0.52
